3942980,1104590,gnosis-gno,1515911350,414982313,,Gnosis,1.2,1.78,-0.27,0.0267269,375.689,90,GNO,10000000
3967900,1104590,gnosis-gno,1515912850,415888076,,Gnosis,1.47,1.72,0.13,0.026796,376.509,89,GNO,10000000
3087960,1104590,gnosis-gno,1515956650,388888583,,Gnosis,0.26,-7.6,-6.55,0.0257153,352.066,91,GNO,10000000
3067060,1104590,gnosis-gno,1515958449,388490931,,Gnosis,0.09,-7.8,-6.45,0.0257657,351.706,91,GNO,10000000
3068680,1104590,gnosis-gno,1515958750,388967009,,Gnosis,0.38,-7.72,-6.27,0.025799,352.137,91,GNO,10000000
2788780,1104590,gnosis-gno,1515965950,385618997,,Gnosis,0.17,-8.41,-6.09,0.0256012,349.106,92,GNO,10000000
2724200,1104590,gnosis-gno,1515966549,386259659,,Gnosis,0.3,-8.29,-5.8,0.0257633,349.686,91,GNO,10000000
2635050,1104590,gnosis-gno,1515968951,385775848,,Gnosis,0.11,-8.16,-5.26,0.0256713,349.248,92,GNO,10000000
2635300,1104590,gnosis-gno,1515972550,390290308,,Gnosis,1.39,-6.7,-3.33,0.0255579,353.335,91,GNO,10000000
2648410,1104590,gnosis-gno,1515976149,385364941,,Gnosis,-0.9,-8.11,-3.89,0.0254718,348.876,92,GNO,10000000
2741570,1104590,gnosis-gno,1515994450,376915932,,Gnosis,-0.02,-8.99,-2.86,0.0248634,341.227,93,GNO,10000000
2834590,1104590,gnosis-gno,1515998050,380085001,,Gnosis,0.9,-7.89,-1.42,0.0248062,344.096,93,GNO,10000000
2998630,1104590,gnosis-gno,1516001650,372967023,,Gnosis,-1.88,-9.69,-2.59,0.024344,337.652,92,GNO,10000000
2993820,1104590,gnosis-gno,1516005250,369856497,,Gnosis,-0.92,-9.38,-2.49,0.024259,334.836,91,GNO,10000000
2958730,1104590,gnosis-gno,1516008850,368078107,,Gnosis,-0.67,-8.76,-1.8,0.0243251,333.226,92,GNO,10000000
2902260,1104590,gnosis-gno,1516012450,368762953,,Gnosis,-0.04,-7.66,-0.87,0.0241401,333.846,92,GNO,10000000
2904670,1104590,gnosis-gno,1516016050,368126709,,Gnosis,-0.14,-7.32,-0.47,0.0242398,333.27,92,GNO,10000000
